meeting	sequence	date	type	speaker	statement	newcode	mem_num
201604	2253	2016-04-27	meeting	LOCKHART	Commercial real estate fundamentals remain within a range that sounds no alarms.	13.0	88.0
201604	2254	2016-04-27	meeting	LOCKHART	Residential starts and sales activity continue to increase at a slow but steady pace in most parts of the District.	13.0	88.0
201604	2255	2016-04-27	meeting	LOCKHART	One of the more interesting and generally upbeat contact interviews was with the CEO of one of the nation’s largest credit reporting firms.	13.0	88.0
201604	2256	2016-04-27	meeting	LOCKHART	Its credit dashboard through February had household debt rising 3.2 percent year over year, so the positive household credit trends evident in the flow of funds accounts last year are apparently continuing.	13.0	88.0
201604	2257	2016-04-27	meeting	LOCKHART	Auto credit led the advance, but bankcard extensions were also strong.	13.0	88.0
201604	2258	2016-04-27	meeting	LOCKHART	And the growth in first-quarter mortgages has been solid.	13.0	88.0
201604	2259	2016-04-27	meeting	LOCKHART	Delinquencies and write-offs are holding at modest levels.	13.0	88.0
201604	2260	2016-04-27	meeting	LOCKHART	So this contact characterized the mix, growth, and performance of household credit as healthy and supportive of a good pace of spending.	13.0	88.0
201604	2261	2016-04-27	meeting	LOCKHART	We did pick up some cautionary vibes from auto industry contacts, particularly our director who is CEO of the country’s largest car retailer.	13.0	88.0
201604	2262	2016-04-27	meeting	LOCKHART	His industry-wide perspective depicted the recent softening in auto sales as likely materially worse but for incentives that are nearing 10 percent of the sales price.	13.0	88.0
201604	2263	2016-04-27	meeting	LOCKHART	Inventories remain elevated, and our contact expects production schedule cuts soon to restore balance.	13.0	88.0
201604	2264	2016-04-27	meeting	LOCKHART	Sales numbers have been juiced by expanding fleet sales, and there has been a surge in leasing at discounted valuations.	13.0	88.0
201604	2265	2016-04-27	meeting	LOCKHART	The implication is that auto asset value contraction may ripple through the national fleet in future years, affecting trade-in values and new auto pricing.	13.0	88.0
201604	2266	2016-04-27	meeting	LOCKHART	Overall, we came away from conversations with our auto contacts concluding that the auto spending tailwind will likely be a headwind over the near to medium horizon.	13.0	88.0
201604	2267	2016-04-27	meeting	LOCKHART	That said, the pockets of softness we detected in our conversations with District contacts do not appear to suggest a broad-based deceleration.	13.0	88.0
201604	2268	2016-04-27	meeting	LOCKHART	At the moment, there seems to be a disconnect between anecdote and data.	13.0	88.0
201604	2269	2016-04-27	meeting	LOCKHART	Something of a disconnect is also evident, of course, comparing employment data with weaker signals on GDP growth.	13.0	88.0
201604	2270	2016-04-27	meeting	LOCKHART	Reports of our contacts on the employment situation were in line with the official data prints.	13.0	88.0
201604	2271	2016-04-27	meeting	LOCKHART	Stories about difficult-to-fill jobs persist in categories like IT, construction, trucking, health care, and other technical jobs.	13.0	88.0
201604	2272	2016-04-27	meeting	LOCKHART	Layoffs continued in recent weeks in the oil and gas and gas-dependent industries.	13.0	88.0
201604	2273	2016-04-27	meeting	LOCKHART	These reports overall were consistent with earlier cycles.	13.0	88.0
201604	2274	2016-04-27	meeting	LOCKHART	We did hear more reports than previously that we interpret as indications of labor market tightening.	13.0	88.0
201604	2275	2016-04-27	meeting	LOCKHART	For example, we heard that part-time workers are being converted to full-time employment, and that concerns about retaining talent are causing some companies to develop catch-up plans.	13.0	88.0
201604	2276	2016-04-27	meeting	LOCKHART	We heard the expression “war for talent” for the first time in a long time in more than one interview.	13.0	88.0
201604	2277	2016-04-27	meeting	LOCKHART	The strong market performance, the fundamentals that should support stronger consumer spending, our contacts’ general optimism, and some firming of the inflation trend have persuaded me to leave my outlook essentially unchanged from our previous meeting.	13.0	88.0
201604	2278	2016-04-27	meeting	LOCKHART	However, the prospects for a weak first-quarter GDP print driven by both weak consumer and business investment spending and the general ambiguity of the current circumstances give me pause.	13.0	88.0
201604	2279	2016-04-27	meeting	LOCKHART	For that reason, as I’ll explain in the policy round, I’m looking past this meeting regarding the rate move.	13.0	88.0
201604	2280	2016-04-27	meeting	LOCKHART	Thank you, Madam Chair.	13.0	88.0
201604	2281	2016-04-27	meeting	YELLEN	Thank you.	13.0	65.0
201604	2282	2016-04-27	meeting	YELLEN	President Harker.	13.0	65.0
201604	2283	2016-04-27	meeting	HARKER	Thank you, Madam Chair.	13.0	999.0
201604	2284	2016-04-27	meeting	HARKER	Economic activity in the Third District continues to improve, and our manufacturers may be over the worst of the recent downturn in that sector.	13.0	999.0
201604	2285	2016-04-27	meeting	HARKER	Despite some backtracking in our Business Outlook Survey, there has been a significant increase in optimism among our manufacturing contacts.	13.0	999.0
201604	2286	2016-04-27	meeting	HARKER	Employment growth is strong, consumer spending is growing moderately, and commercial construction continues to grow at a slow but steady pace.	13.0	999.0
201604	2287	2016-04-27	meeting	HARKER	There is some evidence of increasing overall price pressures in the region.	13.0	999.0
201604	2288	2016-04-27	meeting	HARKER	But with regard to real estate, and with the exception of the Philadelphia metro area, house price appreciation still appears to be restrained.	13.0	999.0
201604	2289	2016-04-27	meeting	HARKER	Our Manufacturing Business Outlook Survey edged back into negative territory with the April general activity index reported at minus 1.6.	13.0	999.0
201604	2290	2016-04-27	meeting	HARKER	Shipments significantly weakened, as did the employment subindex.	13.0	999.0
201604	2291	2016-04-27	meeting	HARKER	However, unlike previous reports, respondents are seeing price pressures developing for both prices paid and prices received.	13.0	999.0
201604	2292	2016-04-27	meeting	HARKER	In direct contrast to readings on current activity, manufacturers in the region have grown increasingly optimistic.	13.0	999.0
201604	2293	2016-04-27	meeting	HARKER	The diffusion index for future general activity has jumped 13.4 points to 42.2.	13.0	999.0
201604	2294	2016-04-27	meeting	HARKER	All the future subindexes reflect a rebound in optimism as well.	13.0	999.0
201604	2295	2016-04-27	meeting	HARKER	In contrast, a diversified manufacturing contact in the region indicated that 10 of his 12 business lines will report negative profits this quarter.	13.0	999.0
201604	2296	2016-04-27	meeting	HARKER	January was an exceptionally weak month, and although succeeding months are showing some improvement, that improvement has not been substantial.	13.0	999.0
201604	2297	2016-04-27	meeting	HARKER	For the year as a whole, most business lines are forecasting profitability, but his outlook is not overly optimistic.	13.0	999.0
201604	2298	2016-04-27	meeting	HARKER	So it is with a bit of cautious optimism that, all told, my take is that the area manufacturers have seen the worst of the slowdown.	13.0	999.0
201604	2299	2016-04-27	meeting	HARKER	In a set of special questions directed at expenditures for both data and network security, physical security, and expenditures incurred for meeting regulatory burdens, we found that a significant majority of firms were increasing outlays on data and network protection as well as regulatory compliance, but that most were not facing increasing costs of providing for physical safety at the workplace.	13.0	999.0
201604	2300	2016-04-27	meeting	HARKER	One fairly frank respondent indicated that his firm didn’t mind the increased regulatory burden, as it acted as a barrier to entry and thwarted competition.	13.0	999.0
201604	2301	2016-04-27	meeting	HARKER	Nonmanufacturing activity in the District continues to grow modestly as reflected in our Nonmanufacturing Business Outlook Survey.	13.0	999.0
201604	2302	2016-04-27	meeting	HARKER	The headline activity index of 17.8 in March, while expansionary, is below its nonrecessionary average.	13.0	999.0
201604	2303	2016-04-27	meeting	HARKER	Like our manufacturers, area service providers remained relatively optimistic, with expectations of future activity fairly optimistic.	13.0	999.0
201604	2304	2016-04-27	meeting	HARKER	Some 68.5 percent of respondents reported increased expenditures on data and network security, 50 percent showed increases to enhanced physical security, and slightly more than half have increased spending in order to satisfy regulatory compliance.	13.0	999.0
201604	2305	2016-04-27	meeting	HARKER	In light of the responses in these categories, a reasonable conjecture might be that some of the productivity slowdown may be due to expenditures that, one could argue, produce little in the way of productive output.	13.0	999.0
201604	2306	2016-04-27	meeting	HARKER	They simply just protect what you have as opposed to growing output.	13.0	999.0
201604	2307	2016-04-27	meeting	HARKER	Our Beige Book contacts reported a slight to modest improvement in economic conditions.	13.0	999.0
201604	2308	2016-04-27	meeting	HARKER	Homebuilders have reported an improvement in traffic, and a large builder reported an appreciable increase in backlogs.	13.0	999.0
201604	2309	2016-04-27	meeting	HARKER	Overall, construction activity continues at a slow but steady pace.	13.0	999.0
201604	2310	2016-04-27	meeting	HARKER	With the exception of the Philadelphia metro area, house prices, as I said, have not risen appreciably.	13.0	999.0
201604	2311	2016-04-27	meeting	HARKER	Now, for the nation as a whole, economic activity appears to have softened significantly, although I agree with President Williams’s analysis of Q1 GDP.	13.0	999.0
201604	2312	2016-04-27	meeting	HARKER	We may be looking at two consecutive quarters of economic growth averaging in the neighborhood of 1 percent, but time will tell.	13.0	999.0
201604	2313	2016-04-27	meeting	HARKER	Labor markets, however, remain robust, but consumption appears to be more restrained.	13.0	999.0
201604	2314	2016-04-27	meeting	HARKER	And although I believe manufacturing is bottoming out, I do not anticipate a significant bounceback.	13.0	999.0
201604	2315	2016-04-27	meeting	HARKER	My overall view and forecast of real economic activity are fairly consistent with that presented by the staff in the Tealbook.	13.0	999.0
201604	2316	2016-04-27	meeting	HARKER	However, my view on inflation is that we will see a path that returns to target somewhat faster than the glacial pace presented in the Tealbook, perhaps by the end of next year.	13.0	999.0
201604	2317	2016-04-27	meeting	HARKER	With unemployment falling below its natural rate and the significant price pressures resulting from various forms of legislation, I don’t believe price increases will be delayed for much longer.	13.0	999.0
201604	2318	2016-04-27	meeting	HARKER	Recent data on inflation as portrayed by core measures and various trimmed means reported by my colleagues, as well as the behavior of the dollar and oil prices, make me more assured that inflation will return to target.	13.0	999.0
201604	2319	2016-04-27	meeting	HARKER	And I see little evidence that inflation expectations have become unanchored.	13.0	999.0
201604	2320	2016-04-27	meeting	HARKER	That viewpoint drives me to favor statement language that would in no way preclude June from being a live meeting, but more on this tomorrow.	13.0	999.0
201604	2321	2016-04-27	meeting	YELLEN	Thank you.	13.0	65.0
201604	2322	2016-04-27	meeting	YELLEN	President Mester.	13.0	65.0
201604	2323	2016-04-27	meeting	MESTER	Thank you, Madam Chair.	13.0	999.0
201604	2324	2016-04-27	meeting	MESTER	Overall economic activity and sentiment in the Fourth District remain consistent with continued moderate economic growth.	13.0	999.0
201604	2325	2016-04-27	meeting	MESTER	The Bank’s diffusion index for business contacts reporting better versus worse conditions moved up to plus 16 from the plus 14 I reported at our previous meeting, which had been the highest reading in more than six months.	13.0	999.0
201604	2326	2016-04-27	meeting	MESTER	Manufacturing and the energy sector continue to be challenged, but one of our directors reports that we may be seeing some bottoming out in the energy and primary metal sectors.	13.0	999.0
201604	2327	2016-04-27	meeting	MESTER	Reports from auto and related manufacturing industries indicate that activity levels remain stable.	13.0	999.0
201604	2328	2016-04-27	meeting	MESTER	In contrast to President Lockhart’s contact, auto contacts in the Fourth District remain quite upbeat despite the decline in vehicle sales in March and a two-week shutdown of the GM auto plant in Lordstown, Ohio, due to supply disruptions caused by the recent earthquake in Japan.	13.0	999.0
201604	2329	2016-04-27	meeting	MESTER	A director from one auto producer noted that his company is expecting motor vehicle production to remain stable at high levels, with sales for the year matching last year’s pace of nearly 17½ million.	13.0	999.0
201604	2330	2016-04-27	meeting	MESTER	The strength in autos led to more positive reports from freight transportation contacts who saw the volume of shipments increase.	13.0	999.0
201604	2331	2016-04-27	meeting	MESTER	District labor markets continue to show solid progress.	13.0	999.0
201604	2332	2016-04-27	meeting	MESTER	The Federal Reserve Bank of Cleveland staff estimates that District employment grew 1½ percent over the year ending in March; the District’s unemployment rate has remained low and stable, estimated to be 5.1 percent in March.	13.0	999.0
201604	2333	2016-04-27	meeting	MESTER	A variety of business contacts continue to report tighter conditions in labor markets, including rising wage pressures for unskilled occupations in the retail sector and difficulty in finding skilled workers in construction, high-quality manufacturing, and quantitative occupations.	13.0	999.0
201604	2334	2016-04-27	meeting	MESTER	The regional director of a significant national federation of labor unions who sits on our Cincinnati branch board indicated that, to alleviate some of the mismatch between jobs and skills, they have established an apprenticeship program in industrial trades similar to the one they have for the construction trades.	13.0	999.0
201604	2335	2016-04-27	meeting	MESTER	After a successful pilot in Wisconsin, they have secured funding to expand the program into six other states.	13.0	999.0
201604	2336	2016-04-27	meeting	MESTER	Those types of programs hold the promise of partially alleviating some of the country’s longer-run workforce development issues, which remain significant but are not solved by monetary policy.	13.0	999.0
201604	2337	2016-04-27	meeting	MESTER	Overall, my view of the national economy has changed little from our previous meeting, although we didn’t get the pickup in first-quarter growth I was hoping for.	13.0	999.0
201604	2338	2016-04-27	meeting	MESTER	Instead, growth remained sluggish.	13.0	999.0
201604	2339	2016-04-27	meeting	MESTER	I am feeling a sense of déjà vu that I hope will continue, because in 2014 and 2015, weak first quarters were followed by strong second-quarter rebounds.	13.0	999.0
201604	2340	2016-04-27	meeting	MESTER	Anecdotal evidence suggests that activity may have picked up toward the end of the first quarter, which is consistent with the sharp rebound in financial conditions since our previous meeting.	13.0	999.0
201604	2341	2016-04-27	meeting	MESTER	The disparity between modest and moderate output growth and the solid performance of the labor market continues.	13.0	999.0
201604	2342	2016-04-27	meeting	MESTER	Payroll growth has averaged nearly 250,000 jobs per month over the past six months.	13.0	999.0
201604	2343	2016-04-27	meeting	MESTER	The labor force participation rate and the employment-to-population ratio each have risen 60 basis points since last fall.	13.0	999.0
201604	2344	2016-04-27	meeting	MESTER	Both are above their trend estimates.	13.0	999.0
201604	2345	2016-04-27	meeting	MESTER	In my view, the economy is at maximum employment from the perspective of what monetary policy can do.	13.0	999.0
201604	2346	2016-04-27	meeting	MESTER	I note that the Tealbook now assesses there is essentially no slack left in the labor market.	13.0	999.0
201604	2347	2016-04-27	meeting	MESTER	The strength in the job market and, with it, the rise in personal income, is an important fundamental that will support consumer spending.	13.0	999.0
201604	2348	2016-04-27	meeting	MESTER	I found the Tealbook’s analysis of the effect of energy prices on consumer spending quite useful.	13.0	999.0
201604	2349	2016-04-27	meeting	MESTER	First, it validates that consumers have been spending at least part of the gain from lower oil prices, although less than the FRB/US model predicted.	13.0	999.0
201604	2350	2016-04-27	meeting	MESTER	It appears that many have been saving at least some portion of the gain.	13.0	999.0
201604	2351	2016-04-27	meeting	MESTER	The marginal propensity to consume the windfall will vary by income level, and that may be reflected in the stronger spending effect that’s picked up in studies that utilize microspending data.	13.0	999.0
201604	2352	2016-04-27	meeting	MESTER	The Board staff suggests that most of the spending gained from falling energy prices may have already been realized.	13.0	999.0
201604	2353	2016-04-27	meeting	MESTER	But an alternative view is that consumers have just shifted the spending to a later time when they might have more confidence in the health of the economy.	13.0	999.0
201604	2354	2016-04-27	meeting	MESTER	In any case, the increased savings will help support future consumption.	13.0	999.0
201604	2355	2016-04-27	meeting	MESTER	We will need to watch for signs of whether some fundamental shift in consumer spending is occurring, but so far nothing points to a sustained pullback in the consumer sector.	13.0	999.0
201604	2356	2016-04-27	meeting	MESTER	Business investment remained weak in the first quarter.	13.0	999.0
201604	2357	2016-04-27	meeting	MESTER	I have some concerns about the implications of this for capital deepening and, therefore, for longer-run structural productivity growth.	13.0	999.0
201604	2358	2016-04-27	meeting	MESTER	But in the short run, some of the forward-looking indicators from the national ISM and some of the regional manufacturing surveys suggest a future pickup in new orders may be coming.	13.0	999.0
201604	2359	2016-04-27	meeting	MESTER	Housing continues to grow at a moderate pace.	13.0	999.0
201604	2360	2016-04-27	meeting	MESTER	Inflation is rising gradually.	13.0	999.0
201604	2361	2016-04-27	meeting	MESTER	You can see this across a broad array of measures.	13.0	999.0
201604	2362	2016-04-27	meeting	MESTER	Inflation is behaving like the Committee expected:  As oil prices and the dollar have shown some stability, the economy has continued to expand, and inflation expectations have remained reasonably well anchored.	13.0	999.0
201604	2363	2016-04-27	meeting	MESTER	Rates of both core and headline inflation have increased over the past year and over the past six months.	13.0	999.0
201604	2364	2016-04-27	meeting	MESTER	The Federal Reserve Bank of Cleveland staff nowcast for April put PCE inflation at 1 percent and core PCE inflation at 1½ percent.	13.0	999.0
201604	2365	2016-04-27	meeting	MESTER	The PCE measure is up 80 basis points and the core PCE measure is up 20 basis points, compared with a year ago and compared with six months ago.	13.0	999.0
201604	2366	2016-04-27	meeting	MESTER	Core CPI inflation, which helps to predict headline, has been running above 2 percent this year.	13.0	999.0
201604	2367	2016-04-27	meeting	MESTER	The Cleveland Federal Reserve’s median CPI measure has also been rising gradually over the past year and now stands at 2.4 percent.	13.0	999.0
201604	2368	2016-04-27	meeting	MESTER	At this point, I continue to forecast economic growth slightly above trend for the year as a whole, some further improvement in labor markets, and inflation continuing to move up gradually to our 2 percent goal.	13.0	999.0
201604	2369	2016-04-27	meeting	MESTER	The economy will be supported by monetary policy that will remain very accommodative, even as we bring rates up gradually, which I view as appropriate conditional on the outlook.	13.0	999.0
201604	2370	2016-04-27	meeting	MESTER	I note that my outlook takes into account the expected divergent paths of monetary policy here and abroad.	13.0	999.0
201604	2371	2016-04-27	meeting	MESTER	Of course, risks remain to the outlook.	13.0	999.0
201604	2372	2016-04-27	meeting	MESTER	The risks are centered on global economic developments, including the possibility of sustained financial market disruptions caused by the United Kingdom’s upcoming decision of whether to stay in the EU.	13.0	999.0
201604	2373	2016-04-27	meeting	MESTER	At this point, I assess the possibility of a sustained disruption as remote, and, in my view, global risks have decreased since earlier in the year.	13.0	999.0
201604	2374	2016-04-27	meeting	MESTER	This is reflected in the easing in financial conditions and a return to more normal volatility compared with earlier in the year.	13.0	999.0
201604	2375	2016-04-27	meeting	MESTER	On the basis of the solid performance of the labor market, there are some upside risks to the forecast as well.	13.0	999.0
201604	2376	2016-04-27	meeting	MESTER	Overall, I see the risks to the outlook as being roughly balanced.	13.0	999.0
201604	2377	2016-04-27	meeting	MESTER	I am increasingly hearing from contacts in my District that our policy communications are somewhat muddled.	13.0	999.0
201604	2378	2016-04-27	meeting	MESTER	This concerns me.	13.0	999.0
201604	2379	2016-04-27	meeting	MESTER	It’s an indication we have not clearly articulated our policy rationale.	13.0	999.0
201604	2380	2016-04-27	meeting	MESTER	I see this as a potential risk to our ability to implement effective policy, a risk that we shouldn’t ignore.	13.0	999.0
201604	2381	2016-04-27	meeting	MESTER	The Committee has continued to indicate that we view a gradual upward path of rates as appropriate and consistent with our outlook.	13.0	999.0
201604	2382	2016-04-27	meeting	MESTER	With our employment goal now largely met, with inflation gradually moving up to our target as anticipated, and with downside risks subsiding somewhat, the question should no longer be, “Is it appropriate to take the next step on the normalization path?”	13.0	999.0
201604	2383	2016-04-27	meeting	MESTER	But, rather, the question should be, “Is it really appropriate not to take the next step?”	13.0	999.0
201604	2384	2016-04-27	meeting	MESTER	Thank you, Madam Chair.	13.0	999.0
201604	2385	2016-04-27	meeting	YELLEN	Thank you.	13.0	65.0
201604	2386	2016-04-27	meeting	YELLEN	President George.	13.0	65.0
201604	2387	2016-04-27	meeting	GEORGE	Thank you, Madam Chair.	13.0	103.0
201604	2388	2016-04-27	meeting	GEORGE	District economic growth continues to lag the nation as low agricultural and energy prices persist and financing conditions continue to tighten.	13.0	103.0
201604	2389	2016-04-27	meeting	GEORGE	In the ag sector, not much has changed since our previous meeting, and agricultural sector bankers are buckling in for a bumpy year of unprofitable farm operations while they extend more credit secured by land.	13.0	103.0
201604	2390	2016-04-27	meeting	GEORGE	In energy, the rig count is at its lowest level since at least 1949, and oil inventories are at their highest level since 1930.	13.0	103.0
201604	2391	2016-04-27	meeting	GEORGE	Stockpiles are expected to begin easing in 2016 as oil production declines intensify, which may provide a modest boost to prices.	13.0	103.0
201604	2392	2016-04-27	meeting	GEORGE	But according to various Federal Reserve energy surveys, the average price needed for firms to remain profitable is $53 per barrel, down from $59 last fall, as firms focus on the best plays.	13.0	103.0
201604	2393	2016-04-27	meeting	GEORGE	Still, firms, on average, do not expect this price to be reached until 2017.	13.0	103.0
201604	2394	2016-04-27	meeting	GEORGE	Even when prices do rise, our contacts note they will not be able to ramp up activity in any meaningful way for several years because of the huge loss of skilled workers, depreciation of equipment, and tighter financing.	13.0	103.0
201604	2395	2016-04-27	meeting	GEORGE	In addition, natural gas prices remain unprofitable, and, thus, bankruptcies are rising for oil and gas companies in the region.	13.0	103.0
201604	2396	2016-04-27	meeting	GEORGE	Some are relatively smooth Chapter 11s, but others, mostly small companies, are taking the Chapter 7 route.	13.0	103.0
201604	2397	2016-04-27	meeting	GEORGE	As I watch the energy sector in my region, I think of a line of Hemingway in which one character says, “How did you go bankrupt?”	13.0	103.0
201604	2398	2016-04-27	meeting	GEORGE	The other says, “Two ways.	13.0	103.0
201604	2399	2016-04-27	meeting	GEORGE	Gradually, then suddenly.”	13.0	103.0
201604	2400	2016-04-27	meeting	GEORGE	Coal producers have been particularly hard hit.	13.0	103.0
201604	2401	2016-04-27	meeting	GEORGE	Three of the four large coal companies that operate in Wyoming, where 44 percent of US coal is produced, have filed for bankruptcy.	13.0	103.0
201604	2402	2016-04-27	meeting	GEORGE	Drastically reduced coal production is also negatively affecting the region’s rail industry.	13.0	103.0
201604	2403	2016-04-27	meeting	GEORGE	However, beyond these commodity-based businesses, our business contacts remain relatively upbeat.	13.0	103.0
201604	2404	2016-04-27	meeting	GEORGE	For the national economy, my outlook is little changed despite a weaker-than-expected first quarter in which consumers held back and investment cuts intensified.	13.0	103.0
201604	2405	2016-04-27	meeting	GEORGE	In terms of the consumer, the slowdown looks to be limited to goods purchases, which I view as somewhat reassuring because a more broad-based slowing, including services, might have pointed to more fundamental weakness.	13.0	103.0
201604	2406	2016-04-27	meeting	GEORGE	Despite the decelerating spending growth, the pace of job gains has remained robust, still averaging more than 200,000 per month this year.	13.0	103.0
201604	2407	2016-04-27	meeting	GEORGE	Financial conditions have also eased since March.	13.0	103.0
201604	2408	2016-04-27	meeting	GEORGE	And, provided job growth and financial conditions remain stable, I expect consumer spending growth will come back.	13.0	103.0
201604	2409	2016-04-27	meeting	GEORGE	One of our contacts in the apparel industry noted that, although profits were up and sales declined in the first quarter, she projected positive sales growth for the rest of the year.	13.0	103.0
201604	2410	2016-04-27	meeting	GEORGE	That’s reassuring, as clothing and footwear was one of the weak categories of real PCE in February.	13.0	103.0
201604	2411	2016-04-27	meeting	GEORGE	Regarding housing, the moderate recovery appears to remain on track, though low inventories and rising prices suggest that construction of single-family homes has been a bit slow to respond to rising demand.	13.0	103.0
201604	2412	2016-04-27	meeting	GEORGE	Looking ahead, I expect residential investment will continue to contribute to economic growth, though I see some risk to the outlook for multifamily construction.	13.0	103.0
201604	2413	2016-04-27	meeting	GEORGE	Our directors report jitters as a large number of units are coming online across the region.	13.0	103.0
201604	2414	2016-04-27	meeting	GEORGE	Longer term, the demographics remain favorable for multifamily construction, but right now we are seeing a rise in vacancies in some markets.	13.0	103.0
201604	2415	2016-04-27	meeting	GEORGE	An important aspect of the outlook is how the economy will continue to manage through the pivot away from manufacturing and energy activity to services.	13.0	103.0
201604	2416	2016-04-27	meeting	GEORGE	One implication of this shift is for productivity growth.	13.0	103.0
201604	2417	2016-04-27	meeting	GEORGE	My staff estimates that the relative decline in manufacturing and energy, which are significantly more productive than services industries, has cut overall productivity growth by about ¾ percentage point over the past year.	13.0	103.0
201604	2418	2016-04-27	meeting	GEORGE	Although this offers an explanation for soft productivity growth the past few years, it doesn’t explain the longer downward trend in productivity growth.	13.0	103.0
201604	2419	2016-04-27	meeting	GEORGE	Indeed, some portion of the recent weakness in productivity seems structural, and I don’t believe monetary policy can do much to change that.	13.0	103.0
201604	2420	2016-04-27	meeting	GEORGE	This raises concerns similar to those highlighted in the Tealbook box offering an alternative view on the outlook for productivity.	13.0	103.0
201604	2421	2016-04-27	meeting	GEORGE	Finally, my outlook for inflation is little changed and has inflation near mandate- consistent levels throughout the forecast horizon.	13.0	103.0
201604	2422	2016-04-27	meeting	GEORGE	The effects of the past dollar appreciation and oil price declines should diminish, particularly with the recent reversals in the dollar and oil prices.	13.0	103.0
201604	2423	2016-04-27	meeting	GEORGE	The realized gains in inflation increase my confidence that, with continued improvement in economic activity, inflation will continue moving toward 2 percent over the forecast horizon.	13.0	103.0
201604	2424	2016-04-27	meeting	GEORGE	Thank you.	13.0	103.0
201604	2425	2016-04-27	meeting	YELLEN	Thank you.	13.0	65.0
201604	2426	2016-04-27	meeting	YELLEN	Governor Tarullo.	13.0	65.0
201604	2427	2016-04-27	meeting	TARULLO	Thank you, Madam Chair.	13.0	97.0
201604	2428	2016-04-27	meeting	TARULLO	I was tempted to ask the question of what it means to say that there’s no slack in the labor market or that we’re at maximum or full employment in the absence of significant nominal wage growth, but, as I spoke a good bit already today and this situation may be mooted somewhat over the course of time, I guess I won’t address it.	13.0	97.0
201604	2429	2016-04-27	meeting	TARULLO	But if it’s still relevant in June, it may be something that would be worth many of us talking about.	13.0	97.0
201604	2430	2016-04-27	meeting	TARULLO	I’m going to confine myself to a few comments on risks.	13.0	97.0
201604	2431	2016-04-27	meeting	TARULLO	At the March meeting, my baseline outlook was for economic growth of roughly 2 percent, or maybe a little bit more, this year, and I thought risks were weighted to the downside almost exclusively because of global risks.	13.0	97.0
201604	2432	2016-04-27	meeting	TARULLO	Today I think my baseline outlook is for economic growth just a tad lower than that because of the first quarter.	13.0	97.0
201604	2433	2016-04-27	meeting	TARULLO	I still find the risks weighted to the downside, but the reason for that has changed somewhat.	13.0	97.0
201604	2434	2016-04-27	meeting	TARULLO	I formerly thought that domestically, the risks were just about balanced, and that globally, they were pretty significantly to the downside.	13.0	97.0
201604	2435	2016-04-27	meeting	TARULLO	I think, for reasons that many of you have said, the global risks are somewhat mitigated compared with March, but I now find a little bit more risk in the domestic outlook.	13.0	97.0
201604	2436	2016-04-27	meeting	TARULLO	The reasons for that are essentially what the staff and a number of you have already commented on.	13.0	97.0
201604	2437	2016-04-27	meeting	TARULLO	But I took some signal from the weak first quarter, and the reason I do take some signal from that and the reason why I’m a little bit confused by the invocation of residual seasonality as an explanation for why signals shouldn’t be taken from that is the following:  I would have thought that most of us, and particularly those of us inclined to see residual seasonality as relatively more important, would have by now adjusted our Q1 assumptions based on the apparent presence of that factor in four out of the past five years.	13.0	97.0
201604	2438	2016-04-27	meeting	TARULLO	That is, you’ve already seen residual seasonality, and you now say, “Okay, that exists.	13.0	97.0
201604	2439	2016-04-27	meeting	TARULLO	And so, therefore, as I do my Q1 or H1 assumptions, I’m going to take that into account.”	13.0	97.0
201604	2440	2016-04-27	meeting	TARULLO	Assuming that’s the case, then the numbers in Q1, judging by the March SEP, were still a downside surprise that needs to be explained.	13.0	97.0
201604	2441	2016-04-27	meeting	TARULLO	And I looked, actually, at some of the public analysis by one of our Reserve Banks that I think is at the high end of assessments of residual seasonality, and I saw that their description of the outlook in December was for a rebound in Q1 growth with strong consumption performance.	13.0	97.0
201604	2442	2016-04-27	meeting	TARULLO	Then the same Reserve Bank toward the end of March said, “Well, we’re expecting flat growth, but that’s because of residual seasonality.”	13.0	97.0
201604	2443	2016-04-27	meeting	TARULLO	I’m having trouble putting those two things together, because why wouldn’t the residual seasonality have been apparent from the outset?	13.0	97.0
201604	2444	2016-04-27	meeting	TARULLO	What are the explanations, then, for low Q1 economic growth?	13.0	97.0
201604	2445	2016-04-27	meeting	TARULLO	One is that the slowdown reflected an increased gap between actual and potential output.	13.0	97.0
201604	2446	2016-04-27	meeting	TARULLO	A second is that it’s just weird and anomalous, and it’ll disappear.	13.0	97.0
201604	2447	2016-04-27	meeting	TARULLO	Another, however, which is suggested by the continued robust growth in employment over that period, is that potential growth needs, once again, to be marked down.	13.0	97.0
201604	2448	2016-04-27	meeting	TARULLO	Now, this third explanation, when added to the previous markdowns in potential, has, I think, quite complicated implications for monetary policy because it simultaneously suggests, on the one hand, that input markets—including labor—may tighten sooner, but, on the other, it suggests that r* may be lower than even our revised estimates.	13.0	97.0
201604	2449	2016-04-27	meeting	TARULLO	I’m not sure what the implications for monetary policy decisions are, but if there is something to the first quarter other than residual seasonality—which I think there almost has to be—I think we are all forced to offer another explanation and almost to allocate how, among those three or others, would you weight the actual occurrence in the first quarter?	13.0	97.0
201604	2450	2016-04-27	meeting	TARULLO	I think our staff roughly split the difference between my first and third, some of which is a markdown in what they expect for economic growth this year because of some continued underperformance, but some was a markdown in potential.	13.0	97.0
201604	2451	2016-04-27	meeting	TARULLO	That’s probably as good a resolution as any, but I think it does matter.	13.0	97.0
